"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-20","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","74",",,W","43",",,W","  350",",,W","  350",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-21","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","78",",,W","38",",,W","  120",",,W","  120",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-22","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","82",",,W","43",",,W","  150",",,W","  180",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-23","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","81",",,W","54",",,W","  200",",,W","  150",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-24","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","84",",,W","66",",,W","  190",",,W","  200",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-25","8.28",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","77",",,W","68",",,W","  160",",,W","  150",",,W","18.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-26","14.99",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","86",",,W","66",",,W","  150",",,W","  130",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-27","11.18",",,W",,,"0.09",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","83",",,W","63",",,W","   10",",,W","   10",",,W","25.9",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-28","9.62",",,W",,,"5.99",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","71",",,W","59",",,W","   20",",,W","  350",",,W","28.0",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-29","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","67","H,,S","83",",,W","56",",,W","   10",",,W","  360",",,W","21.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-30","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","74",",,W","53",",,W","   30",",,W","   30",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-31","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","83",",,W","54",",,W","  180",",,W","  180",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-01","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","83",",,W","64",",,W","  150",",,W","  170",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-02","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","86",",,W","58",",,W","  170",",,W","  180",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-03","12.30",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","74","H,,S","81",",,W","63",",,W","   10",",,W","   10",",,W","36.9",",,W","44.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-04","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","71",",,W","49",",,W","   10",",,W","   10",",,W","30.0",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-05","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","78",",,W","53",",,W","  150",",,W","  150",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-06","12.75",",,W",,,"0.30",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","86",",,W","64",",,W","   10",",,W","   10",",,W","29.1",",,W","35.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-07","17.22",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","64",",,W","41",",,W","   10",",,W","  350",",,W","25.9",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-08","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","65",",,W","41",",,W","  150",",,W","  170",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-09","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","65",",,W","49",",,W","   20",",,W","   60",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-10","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","75",",,W","46",",,W","   30",",,W","   20",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-11","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","82",",,W","42",",,W","  180",",,W","  160",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-12","17.00",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","86",",,W","61",",,W","  170",",,W","  180",",,W","23.0",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-13","13.42",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","85",",,W","59",",,W","  330",",,W","  320",",,W","29.1",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-14","15.43",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","71",",,W","47",",,W","  350",",,W","  340",",,W","29.1",",,W","36.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-15","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","73",",,W","40",",,W","  360",",,W","   10",",,W","18.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-16","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","82",",,W","41",",,W","  190",",,W","  190",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-17","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","85",",,W","54",",,W","  190",",,W","  180",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-18","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","82",",,W","53",",,W","   40",",,W","  180",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-19","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","77",",,W","51",",,W","   30",",,W","   40",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-20","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","69",",,W","48",",,W","  110",",,W","  110",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-21","5.82",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","71",",,W","59",",,W","  350",",,W","  350",",,W","23.9",",,W","31.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-22","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","77",",,W","52",",,W","  360",",,W","  340",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-23","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","86",",,W","47",",,W","   40",",,W","  360",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-24","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","85",",,W","50",",,W","  180",",,W","  180",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-25","7.61",",,W",,,"0.32",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","87",",,W","52",",,W","   20",",,W","   10",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-26","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","76",",,W","45",",,W","   20",",,W","  100",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-27","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","80",",,W","50",",,W","   10",",,W","   50",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-28","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","83",",,W","50",",,W","  130",",,W","  150",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-29","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","82",",,W","51",",,W","  140",",,W","  160",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-04-30","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","69","H,,S","79",",,W","58",",,W","  160",",,W","  150",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-01","13.65",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","73","H,,S","81",",,W","70",",,W","  150",",,W","  180",",,W","21.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-02","14.99",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","78","H,,S","87",",,W","73",",,W","  150",",,W","  140",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-03","12.97",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","86",",,W","74",",,W","  150",",,W","  170",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-04","9.62",",,W",,,"2.49",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","74",",,W","63",",,W","  350",",,W","  330",",,W","36.9",",,W","45.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-05","6.93",",,W",,,"0.09",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","84",",,W","58",",,W","   30",",,W","   30",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-06","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","88",",,W","55",",,W","   60",",,W","  360",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-07","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","91",",,W","53",",,W","  150",",,W","  120",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-08","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","89",",,W","61",",,W","  170",",,W","  170",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-09","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","88",",,W","59",",,W","  140",",,W","  130",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-10","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","89",",,W","59",",,W","  170",",,W","  180",",,W","21.0",",,W","27.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-11","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","91",",,W","70",",,W","  190",",,W","  190",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-12","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","93",",,W","71",",,W","  140",",,W","  140",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-13","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","92",",,W","73",",,W","  160",",,W","  160",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-14","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","90",",,W","72",",,W","  140",",,W","  150",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-15","7.61",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","91",",,W","72",",,W","  200",",,W","  200",",,W","19.9",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-16","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","97",",,W","65",",,W","  150",",,W","  140",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-17","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","97",",,W","65",",,W","  150",",,W","  110",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-18","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","96",",,W","71",",,W","  150",",,W","  140",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-19","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","94",",,W","73",",,W","  160",",,W","  170",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-20","9.84",",,W",,,"0.48",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","87",",,W","70",",,W","  110",",,W","  110",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-21","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","74","H,,S","86",",,W","68",",,W","  150",",,W","  140",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-22","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","90",",,W","67",",,W","  130",",,W","  130",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-23","5.82",",,W",,,"0.15",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","90",",,W","65",",,W","  100",",,W","  120",",,W","21.0",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-24","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","93",",,W","69",",,W","  110",",,W","  100",",,W","12.1",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-25","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","95",",,W","72",",,W","  110",",,W","   90",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-26","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","97",",,W","72",",,W","  190",",,W","  190",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-27","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","97",",,W","71",",,W","   90",",,W","  100",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-28","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","95",",,W","69",",,W","   90",",,W","  100",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-29","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","96",",,W","68",",,W","  180",",,W","  180",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-30","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","97",",,W","71",",,W","  160",",,W","  140",",,W","21.0",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-05-31","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","98",",,W","74",",,W","  180",",,W","  190",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-01","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","99",",,W","75",",,W","  190",",,W","  130",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-02","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","100",",,W","76",",,W","  210",",,W","  210",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-03","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","87","H,,S","99",",,W","75",",,W","   40",",,W","   40",",,W","23.9",",,W","29.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-04","6.04",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","92",",,W","73",",,W","   70",",,W","   50",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-05","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","100",",,W","72",",,W","  190",",,W","  210",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-06","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","99",",,W","76",",,W","  170",",,W","  110",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-07","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","98",",,W","73",",,W","  180",",,W","  130",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-06-08","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","97",",,W","70",",,W","  150",",,W","  150",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,
